"atoll_schema","site_version","site_name","fuze_site_id","site_record_id","latitude_degrees","longitude_degrees","street_address","city","county","state","zip_code","sector","azimuth","antenna_model","antenna_manufacturer","antenna_max_gain","antenna_centerline","lte_market","enodeb_id","max_power","main_propagation_model","radio_manufacturer","radio_model","extended_calculation_radius","enodeb_eutrancellfdd","channel_number","pci","antenna_h_bw","mechanical_tilt","electrical_tilt","ret","altitude_amsl","tac","cell_id","technology","band_class","trans_cell_type","site_record_name","site_number","site_code","location_name","fips_county_code","search_ring_id","peoplesoft_location_code","site_on_air_date","c_ran_hub_name","address_description","network_territory","network_market","network_sub_market","network_local_market","site_altitude_amsl","site_surveyed_altitude_amsl","site_support_structure_height","site_structure_type","temporary_site","lra_partner","network_extender_capable","spm_project_id","band_info","channel_bw","combined_cell_code","antenna_latitude","antenna_longitude","number_of_tx_antenna_ports","number_of_rx_antenna_ports","tx_record_id","xmtr_location","duplex_type","coverage_type","threshold","fcc_market_number","sum"
albuquerque,"0000",NM1_PINON,"355471","101508","36.4578",-105.598446,Highway 522 & Blueberry Hill Rd.,Taos,Taos,NM,"87571","3","240",SBNHH-1D85C_PORT 3 - +45_00DT_2155 ,ANDREW,"15.562","37","025","025254","49.5424250943932",WPM_RU_AZNM_15M_AWS_052215_PHO,Nokia,RRH4x45-4R-AWS,"99.99975145152311","025254_3_2","2125","287","81.75","0","0.0","0","7168.6354","6404","32",LTE,AWS,Macro,"0254 NM1_PINON (STA-0000)","0254",STA,NM1_PINON_SOUTHTANK,"35055","","144232","","","",South Central/South East,South Central,Southwest,Albuquerque,"7168.6354","7177.6","41.000001312","",No,None (VZW Owned),Yes,"2058107",B4_15MHz_2125,"15","025","36.4578",-105.598446,"2","4","104953",,,,,,8.263681188774676E8
albuquerque,"0000",LSC_HILLRISE_ENB2,"676486","101524","32.305697",-106.738075,"2912 Idaho Ave",Las Cruces,Dona Ana,NM,"88011","1","240",HTXCW631619R000-T09-700 ,AMPHENOL,"13.3","38","026","026424","47.7815125038364",WPM_SU_LCR_ELP_TALL_700_083016_ALB,Nokia,UHBC B13 TRDU 2x40,"29.999801161218485","026424_1","5230","165","71","5","9.0","9","4140.42008","6658","1",LTE,"700",Macro,"0424 LSC_HILLRISE_ENB2 (STA-0000)","0424",STA,LSC_HILLRISE,"35013","","166814","09/08/2016","","",South Central/South East,South Central,Southwest,El Paso,"4140.42008","4189","45.01152478286284","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","32.305697",-106.738075,"2","2","104954",,,,,,2.184412279416643E8
albuquerque,"000x",NM6_HOBB-TIME,"1452362","102666","32.710036",-103.137736,"915 N Shipp St",Hobbs,Lea,NM,"88240","1","0",HEX658CW0000X-T05-1900-(+45)-BLUE ,AMPHENOL,"14.8","100","026","026637","44.7712125471966",WPM_SU_NM_15M_AWS_052215_ALB,Nokia,"2x40AWS","29.999801161218485","026637_1_4","700","138","68.5","2","5.0","1","3638.45156","6659","14",LTE,PCS,Macro,"0637 NM6_HOBB-TIME (STA-000x)","0637",STA,NM6_HOBB_TIME - Alt 1,"35025","","260145","","","",South Central/South East,South Central,Southwest,Albuquerque,"3638.45156","3640","250.000008","",No,None (VZW Owned),Yes,"2431408",B2_10MHz_700,"10","026","32.710036",-103.137736,"4","4","104955",,,,,,8.47621352500914E7
albuquerque,"000X",ELP_HUNTER,"676424","592872","31.761794",-106.363022,"7564 Gateway East",EL Paso,El Paso,TX,"79915","1","50",QS8656-3_746MHZ_02DT_PORT1 ,QUINTEL USA INC,"12.966","78","026","026320","46.0205999132796",WPM_SU_LCR_ELP_TALL_700_083016_ALB,Nokia,UHBA B13 RRH 4x30,"29.999801161218485","026320_1","5230","45","62.25","0","2.0","5","3834.14054264","6657","1",LTE,"700",Macro,"0320 ELP_HUNTER (STA-000X)","0320",STA,ELP_HUNTER,"48141","","160013","","","",South Central/South East,South Central,Southwest,El Paso,"3834.14054264","3838.3","80.00000256","",No,None (VZW Owned),Yes,"15368029",B13_10MHz_5230,"10","026","31.761794",-106.363022,"4","4","104956",,,,,,1.1341056390719076E8
albuquerque,"000x",NM6_HOBB-TIME,"1452362","102666","32.710036",-103.137736,"915 N Shipp St",Hobbs,Lea,NM,"88240","2","120",HEX658CW0000X-T05-1900-(+45)-BLUE ,AMPHENOL,"14.8","100","026","026637","44.7712125471966",WPM_SU_NM_15M_AWS_052215_ALB,Nokia,"2x40AWS","29.999801161218485","026637_2_4","700","139","68.5","4","5.0","2","3638.45156","6659","24",LTE,PCS,Macro,"0637 NM6_HOBB-TIME (STA-000x)","0637",STA,NM6_HOBB_TIME - Alt 1,"35025","","260145","","","",South Central/South East,South Central,Southwest,Albuquerque,"3638.45156","3640","250.000008","",No,None (VZW Owned),Yes,"2431408",B2_10MHz_700,"10","026","32.710036",-103.137736,"4","4","104957",,,,,,5.166032660047168E7
albuquerque,"000X",ELP_HUNTER,"676424","592872","31.761794",-106.363022,"7564 Gateway East",EL Paso,El Paso,TX,"79915","1","50",QS8656-3_2100MHZ_02DT_PORT5 ,QUINTEL USA INC,"15.443","78","026","026320","46.9897000433602",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,Nokia,UHIE B66A RRH 4x45,"29.999801161218485","026320_1_2","2125","45","62.5","0","2.0","2","3834.14054264","6657","12",LTE,AWS,Macro,"0320 ELP_HUNTER (STA-000X)","0320",STA,ELP_HUNTER,"48141","","160013","","","",South Central/South East,South Central,Southwest,El Paso,"3834.14054264","3838.3","80.00000256","",No,None (VZW Owned),Yes,"15368029",B4_15MHz_2125,"15","026","31.761794",-106.363022,"4","4","104958",,,,,,4.046547253635497E7
albuquerque,"0000",NM3_CERRO,"355421","101443","34.797617",-106.820133,"6mi S of SE Los Lunas, AT&T Road",Los Lunas,Valencia,NM,"87031","1","45",SBNHH-1D85C_PORT 1 - +45_08DT_0752 ,ANDREW,"13.54","120","025","025429","46",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025429_1","5230","285","79.75","7","8.0","8","5439.6819326","6403","1",LTE,"700",Macro,"0429 NM3_CERRO (STA-0000)","0429",STA,NM3_CERRO,"35061","","144255","","","6 Miles S of SE Los Lunas",South Central/South East,South Central,Southwest,Albuquerque,"5439.6819326","5439","231.05916055202906","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.797617",-106.820133,"2","2","104959",,,,,,1.614895201080246E8
albuquerque,"0000",NM6_ONYX,"985315","100862","33.353914",-104.524059,"3600 S Main Street",Roswell,Chaves,NM,"88201","2","120",QXW-808X80160-DP-EDIN ,AMPHENOL,"16","100","026","026656","47.7815125038364",WPM_SU_NM_15M_AWS_052215_ALB,Nokia,"2x40AWS","29.999801161218485","026656_2_2","2050","202","81","6","0.0","2","3622.04736","6660","22",LTE,AWS,Macro,"0656 NM6_ONYX (STA-0000)","0656",STA,NM6_ONYX - AT&T Comm Roswell East,"35005","","260118","","","",South Central/South East,South Central,Southwest,Albuquerque,"3622.04736","3623.5","197.05045293831049","",No,None (VZW Owned),Yes,"",B4_20MHz_2050,"20","8","33.353914",-104.524059,"2","2","104960",,,,,,2.8722138815543413E8
albuquerque,"0000",NM3_CERRO,"355421","101443","34.797617",-106.820133,"6mi S of SE Los Lunas, AT&T Road",Los Lunas,Valencia,NM,"87031","2","165",SBNHH-1D85C_PORT 1 - +45_08DT_0752 ,ANDREW,"13.54","120","025","025429","46",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025429_2","5230","286","79.75","5","8.0","8","5439.6819326","6403","2",LTE,"700",Macro,"0429 NM3_CERRO (STA-0000)","0429",STA,NM3_CERRO,"35061","","144255","","","6 Miles S of SE Los Lunas",South Central/South East,South Central,Southwest,Albuquerque,"5439.6819326","5439","231.05916055202906","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.797617",-106.820133,"2","2","104961",,,,,,1.4079153075325537E8
albuquerque,"0000",NM6_ONYX,"985315","100862","33.353914",-104.524059,"3600 S Main Street",Roswell,Chaves,NM,"88201","1","0",QXW-808X80160-DP-EDIN ,AMPHENOL,"16","100","026","026656","47.7815125038364",WPM_SU_NM_15M_AWS_052215_ALB,Nokia,"2x40AWS","29.999801161218485","026656_1_2","2050","201","81","5","0.0","2","3622.04736","6660","12",LTE,AWS,Macro,"0656 NM6_ONYX (STA-0000)","0656",STA,NM6_ONYX - AT&T Comm Roswell East,"35005","","260118","","","",South Central/South East,South Central,Southwest,Albuquerque,"3622.04736","3623.5","197.05045293831049","",No,None (VZW Owned),Yes,"",B4_20MHz_2050,"20","8","33.353914",-104.524059,"2","2","104962",,,,,,4.03237622803072E8
albuquerque,"0000",NM3_CERRO,"355421","101443","34.797617",-106.820133,"6mi S of SE Los Lunas, AT&T Road",Los Lunas,Valencia,NM,"87031","3","290",SBNHH-1D85C_PORT 1 - +45_02DT_0752 ,ANDREW,"13.384","120","025","025429","46",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025429_3","5230","287","78.5","0","2.0","2","5439.6819326","6403","3",LTE,"700",Macro,"0429 NM3_CERRO (STA-0000)","0429",STA,NM3_CERRO,"35061","","144255","","","6 Miles S of SE Los Lunas",South Central/South East,South Central,Southwest,Albuquerque,"5439.6819326","5439","231.05916055202906","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.797617",-106.820133,"2","2","104963",,,,,,1.09557511517533E9
albuquerque,"0000",NM3_BELEN,"355414","101446","34.600356",-106.731686,"79 Christine Dr.",Belen,Valencia,NM,"87002","1","0",SBNH-1D8585C_04DT_0725 ,ANDREW,"13","181","025","025430","46",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025430_1","5230","258","88","0","4.0","4","4898.29412","6403","1",LTE,"700",Macro,"0430 NM3_BELEN (STA-0000)","0430",STA,NM3_BELEN,"35061","","144246","","","700' N of Lucero Dr & 200' W of Christine Dr",South Central/South East,South Central,Southwest,Albuquerque,"4898.29412","4895","185.04737966288047","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.600356",-106.731686,"2","4","104964",,,,,,2.182489754340745E9
albuquerque,"0000",NM3_BELEN,"355414","101446","34.600356",-106.731686,"79 Christine Dr.",Belen,Valencia,NM,"87002","2","120",SBNH-1D8585C_00DT_0725 ,ANDREW,"13","181","025","025430","46",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025430_2","5230","259","84","0","0.0","0","4898.29412","6403","2",LTE,"700",Macro,"0430 NM3_BELEN (STA-0000)","0430",STA,NM3_BELEN,"35061","","144246","","","700' N of Lucero Dr & 200' W of Christine Dr",South Central/South East,South Central,Southwest,Albuquerque,"4898.29412","4895","185.04737966288047","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.600356",-106.731686,"2","4","104967",,,,,,1.9636468494746866E9
albuquerque,"0000",NM3_BELEN,"355414","101446","34.600356",-106.731686,"79 Christine Dr.",Belen,Valencia,NM,"87002","3","240",SBNH-1D8585C_05DT_0850 ,ANDREW,"13.26","181","025","025430","46",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","025430_3","5230","260","84","0","5.0","5","4898.29412","6403","3",LTE,"700",Macro,"0430 NM3_BELEN (STA-0000)","0430",STA,NM3_BELEN,"35061","","144246","","","700' N of Lucero Dr & 200' W of Christine Dr",South Central/South East,South Central,Southwest,Albuquerque,"4898.29412","4895","185.04737966288047","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.600356",-106.731686,"2","4","104970",,,,,,1.633099278698417E9
albuquerque,"0000",NM3_LOSLUNAS,"355428","102070","34.776497",-106.667317,"34 San Fernando Ave.",Los Lunas,Valencia,NM,"87031","1","90",SBNHH-1D85C_PORT 1 - +45_02DT_0752 ,ANDREW,"13.384","120","025","025431","47.8",WPM_SU_NM_15M_700_052215_ALB,"",Unknown,"29.999801161218485","025431_1","5230","57","78.5","0","2.0","2","5012.86433364","6403","1",LTE,"700",Macro,"0431 NM3_LOSLUNAS (STA-0000)","0431",STA,NM3_LOSLUNAS,"35061","","144247","","",End of San Fernando Ave.,South Central/South East,South Central,Southwest,Albuquerque,"5012.86433364","5030","116.1000037152","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.776497",-106.667317,"2","4","104973",,,,,,1.1138057838300385E9
albuquerque,"000X",LSC_SANTA TERESA,"2477850","103755","31.787685",-106.6793658,"200 Pete V Domenici Memorial Hwy",Santa Teresa,Dona Ana,NM,"88008","1","355",HEX458CW0000X-T00-2100-(-45)-BLUE ,AMPHENOL,"16.200001","110","026","026431","46.9897000433602",WPM_RU_AZNM_15M_AWS_052215_PHO,"",Unknown,"99.99975145152311","026431_1_2","2125","126","43.5","0","0.0","0","4101.05","6657","12",LTE,AWS,Macro,"0431 LSC_SANTA TERESA (STA-000X)","0431",STA,LSC_SANTA_TERESA - ALT 1 - NMBA,"35013","","271381","","","",South Central/South East,South Central,Southwest,El Paso,"4101.05","4103","130.00000416","",No,None (VZW Owned),Yes,"15241641",B4_15MHz_2125,"15","026","31.787685",-106.679366,"4","4","104974",,,,,,1.359704678714603E9
albuquerque,"0000",NM3_LOSLUNAS,"355428","102070","34.776497",-106.667317,"34 San Fernando Ave.",Los Lunas,Valencia,NM,"87031","2","170",SBNHH-1D65C_PORT 1 - +45_03DT_0750 ,ANDREW,"14.116","120","025","025431","47.8",WPM_SU_NM_15M_700_052215_ALB,"",Unknown,"29.999801161218485","025431_2","5230","58","65.5","0","3.0","3","5012.86433364","6403","2",LTE,"700",Macro,"0431 NM3_LOSLUNAS (STA-0000)","0431",STA,NM3_LOSLUNAS,"35061","","144247","","",End of San Fernando Ave.,South Central/South East,South Central,Southwest,Albuquerque,"5012.86433364","5030","116.1000037152","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.776497",-106.667317,"2","4","104975",,,,,,1.4379622242411637E9
albuquerque,"000X",LSC_SANTA TERESA,"2477850","103755","31.787685",-106.6793658,"200 Pete V Domenici Memorial Hwy",Santa Teresa,Dona Ana,NM,"88008","2","55",HEX458CW0000X-T10-2100-(+45)-BLUE ,AMPHENOL,"16.200001","110","026","026431","46.9897000433602",WPM_RU_AZNM_15M_AWS_052215_PHO,"",Unknown,"99.99975145152311","026431_2_2","2125","127","46.75","0","10.0","10","4101.05","6657","22",LTE,AWS,Macro,"0431 LSC_SANTA TERESA (STA-000X)","0431",STA,LSC_SANTA_TERESA - ALT 1 - NMBA,"35013","","271381","","","",South Central/South East,South Central,Southwest,El Paso,"4101.05","4103","130.00000416","",No,None (VZW Owned),Yes,"15241641",B4_15MHz_2125,"15","026","31.787685",-106.679366,"4","4","104976",,,,,,2.0460105486773603E7
albuquerque,"0000",NM3_LOSLUNAS,"355428","102070","34.776497",-106.667317,"34 San Fernando Ave.",Los Lunas,Valencia,NM,"87031","3","270",SBNHH-1D85B_PORT 1 - +45_06DT_0752 ,ANDREW,"12.24","120","025","025431","47.8",WPM_SU_NM_15M_700_052215_ALB,"",Unknown,"29.999801161218485","025431_3","5230","59","81","0","6.0","6","5012.86433364","6403","3",LTE,"700",Macro,"0431 NM3_LOSLUNAS (STA-0000)","0431",STA,NM3_LOSLUNAS,"35061","","144247","","",End of San Fernando Ave.,South Central/South East,South Central,Southwest,Albuquerque,"5012.86433364","5030","116.1000037152","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","5","34.776497",-106.667317,"2","4","104977",,,,,,1.023324724144465E9
albuquerque,"000X",LSC_SANTA TERESA,"2477850","103755","31.787685",-106.6793658,"200 Pete V Domenici Memorial Hwy",Santa Teresa,Dona Ana,NM,"88008","3","300",HEX458CW0000X-T00-2100-(-45)-BLUE ,AMPHENOL,"16.200001","110","026","026431","46.9897000433602",WPM_RU_AZNM_15M_AWS_052215_PHO,"",Unknown,"99.99975145152311","026431_3_2","2125","128","43.5","0","0.0","0","4101.05","6657","32",LTE,AWS,Macro,"0431 LSC_SANTA TERESA (STA-000X)","0431",STA,LSC_SANTA_TERESA - ALT 1 - NMBA,"35013","","271381","","","",South Central/South East,South Central,Southwest,El Paso,"4101.05","4103","130.00000416","",No,None (VZW Owned),Yes,"15241641",B4_15MHz_2125,"15","026","31.787685",-106.679366,"4","4","104978",,,,,,1.1332613771946425E9
albuquerque,"0000",NM6_ALTO,"355089","101929","33.386358",-105.6716,"109 Pikes Peak Rd.",Ruidoso,Lincoln,NM,"88345","1","90",BXA-70063-8CF-EDIN-0 ,AMPHENOL,"16","49","026","026531","46.0205999132796",WPM_MTN_FRST_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026531_1","5230","18","64","0","0.0","","7612.943157","6658","1",LTE,"700",Macro,"0531 NM6_ALTO (STA-0000)","0531",STA,NM6_ALTO,"35027","","144327","","",Just North of Ruidoso,South Central/South East,South Central,Southwest,El Paso,"7612.943157","7609.1","49.21260042926347","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.386358",-105.6716,"2","2","104986",,,,,,2.57015835034374E9
albuquerque,"0000",NM6_ALTO,"355089","101929","33.386358",-105.6716,"109 Pikes Peak Rd.",Ruidoso,Lincoln,NM,"88345","2","200",BXA-70063-8CF-EDIN-0 ,AMPHENOL,"16","49","026","026531","46.0205999132796",WPM_MTN_FRST_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026531_2","5230","19","64","8","0.0","","7612.943157","6658","2",LTE,"700",Macro,"0531 NM6_ALTO (STA-0000)","0531",STA,NM6_ALTO,"35027","","144327","","",Just North of Ruidoso,South Central/South East,South Central,Southwest,El Paso,"7612.943157","7609.1","49.21260042926347","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.386358",-105.6716,"2","2","104990",,,,,,1.1819993738014254E8
albuquerque,"0000",NM6_ALTO,"355089","101929","33.386358",-105.6716,"109 Pikes Peak Rd.",Ruidoso,Lincoln,NM,"88345","3","330",BXA-70063-8CF-EDIN-0 ,AMPHENOL,"16","49","026","026531","46.0205999132796",WPM_MTN_FRST_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026531_3","5230","20","64","0","0.0","","7612.943157","6658","3",LTE,"700",Macro,"0531 NM6_ALTO (STA-0000)","0531",STA,NM6_ALTO,"35027","","144327","","",Just North of Ruidoso,South Central/South East,South Central,Southwest,El Paso,"7612.943157","7609.1","49.21260042926347","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.386358",-105.6716,"2","2","104995",,,,,,2.2487077782336158E8
albuquerque,"0000",NM6_ROSE_PEAK,"355538","101931","33.429578",-105.988956,Atop Rose Peak,Tularosa,Lincoln,NM,"88301","1","205",BXA-70080-8CF-752MHZ [PRELIMINARY] ,ANTEL,"15","45","026","026532","46.0205999132796",WPM_RU_HILLY_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026532_1","5230","27","78","7","0.0","","7071.48644676","6658","1",LTE,"700",Macro,"0532 NM6_ROSE_PEAK (STA-0000)","0532",STA,NM6_ROSE PEAK,"35027","","144321","","","",South Central/South East,South Central,Southwest,El Paso,"7071.48644676","7106.6","0","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.429578",-105.988956,"2","2","104997",,,,,,6.038485158012034E9
albuquerque,"0000",NM6_ROSE_PEAK,"355538","101931","33.429578",-105.988956,Atop Rose Peak,Tularosa,Lincoln,NM,"88301","2","260",BXA-70080-8CF-752MHZ [PRELIMINARY] ,ANTEL,"15","45","026","026532","46.0205999132796",WPM_RU_HILLY_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026532_2","5230","28","78","0","0.0","","7071.48644676","6658","2",LTE,"700",Macro,"0532 NM6_ROSE_PEAK (STA-0000)","0532",STA,NM6_ROSE PEAK,"35027","","144321","","","",South Central/South East,South Central,Southwest,El Paso,"7071.48644676","7106.6","0","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.429578",-105.988956,"2","2","105001",,,,,,8.315033590782397E9
albuquerque,"0000",NM6_ROSE_PEAK,"355538","101931","33.429578",-105.988956,Atop Rose Peak,Tularosa,Lincoln,NM,"88301","3","355",BXA-70080-8CF-752MHZ [PRELIMINARY] ,ANTEL,"15","45","026","026532","46.0205999132796",WPM_RU_HILLY_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026532_3","5230","29","78","0","0.0","","7071.48644676","6658","3",LTE,"700",Macro,"0532 NM6_ROSE_PEAK (STA-0000)","0532",STA,NM6_ROSE PEAK,"35027","","144321","","","",South Central/South East,South Central,Southwest,El Paso,"7071.48644676","7106.6","0","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.429578",-105.988956,"2","2","105005",,,,,,4.595736833074309E9
albuquerque,"0000",NM6_TULAROSA,"676541","101934","33.085497",-106.040219,"43 Dirt Road",Tularosa,Otero,NM,"88352","1","0",HTXCW631819R000-T02-750 ,AMPHENOL,"14.9","450","026","026533","47.7815125038364",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026533_1","5230","237","68.5","0","2.0","2","4438.55985332","6658","1",LTE,"700",Macro,"0533 NM6_TULAROSA (STA-0000)","0533",STA,NM6_TULAROSA,"35035","","144332","","","",South Central/South East,South Central,Southwest,El Paso,"4438.55985332","4438","500.000016","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.085497",-106.040219,"2","4","105009",,,,,,2.3172137728171396E9
albuquerque,"0000",NM6_TULAROSA,"676541","101934","33.085497",-106.040219,"43 Dirt Road",Tularosa,Otero,NM,"88352","2","120",HTXCW631819R000-T02-750 ,AMPHENOL,"14.9","450","026","026533","47.7815125038364",WPM_RU_AZNM_15M_700_052215_PHO,"",Unknown,"99.99975145152311","026533_2","5230","238","68.5","0","2.0","2","4438.55985332","6658","2",LTE,"700",Macro,"0533 NM6_TULAROSA (STA-0000)","0533",STA,NM6_TULAROSA,"35035","","144332","","","",South Central/South East,South Central,Southwest,El Paso,"4438.55985332","4438","500.000016","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","33.085497",-106.040219,"2","4","105011",,,,,,1.4160238723582504E9
albuquerque,"0000",ELP_MADRID,"2369070","101894","31.737975",-106.346622,"587 N. Yarbrough Dr",El Paso,El Paso,TX,"79915","2","215",QS8658-3_2100MHZ_04DT_PORT6 ,QUINTEL USA INC,"15.138","52","026","026140","47.8",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,Nokia,UHIC B4 RRH 2x60-4R,"29.999801161218485","026140_2_2","2125","325","63.5","6","4.0","4","3701.5913258","6657","22",LTE,AWS,Macro,"0140 ELP_MADRID (STA-0000)","0140",STA,ELP_MADRID - Alt 1,"48141","","280961","","","",South Central/South East,South Central,Southwest,El Paso,"3701.5913258","3712.8","102.02612284115571","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","8","31.737975",-106.346622,"4","4","105012",,,,,,6097217.14423972
albuquerque,"0000",ELP_MADRID,"2369070","101894","31.737975",-106.346622,"587 N. Yarbrough Dr",El Paso,El Paso,TX,"79915","1","100",QS8658-3_757MHZ_08DT_PORT1 ,QUINTEL USA INC,"12.255","52","026","026140","46",WPM_SU_LCR_ELP_TALL_700_083016_ALB,Nokia,UHBA B13 RRH 4x30,"29.999801161218485","026140_1","5230","324","61.5","3","8.0","8","3701.5913258","6657","1",LTE,"700",Macro,"0140 ELP_MADRID (STA-0000)","0140",STA,ELP_MADRID - Alt 1,"48141","","280961","","","",South Central/South East,South Central,Southwest,El Paso,"3701.5913258","3712.8","102.02612284115571","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","6","31.737975",-106.346622,"4","4","105014",,,,,,4.492970060035222E7
albuquerque,"0000",ELP_ROYAL,"2392704","102160","31.94930278",-106.3683861,"11707 Dyer St",El Paso,El Paso,TX,"79934","1","50",QS8658-5_740MHZ_02DT_PORT1 ,QUINTEL USA INC,"13.226","80","026","026158","44.7712125471966",WPM_SU_ELP_LOW_700_112114_PHX,Nokia,UHBA B13 RRH 4x30,"29.999801161218485","026158_1","5230","360","60.5","0","2.0","2","4009.18648","6657","1",LTE,"700",Macro,"0158 ELP_ROYAL (STA-0000)","0158",STA,ELP_ROYAL - ELP Royal - Alt 1,"48141","","286629","","","",South Central/South East,South Central,Southwest,El Paso,"4009.18648","4007","85.00000272","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","026","31.949325",-106.368425,"4","4","105016",,,,,,7.963310869315264E7
albuquerque,"0000",ELP_ROYAL,"2392704","102160","31.94930278",-106.3683861,"11707 Dyer St",El Paso,El Paso,TX,"79934","1","50",QS8658-5_2140MHZ_02DT_PORT5 ,QUINTEL USA INC,"15.422","80","026","026158","46.0205999132796",WPM_SU_ELP_LOW_AWS_112114_PHX,Nokia,UHIE B66A RRH 4x45,"29.999801161218485","026158_1_2","2125","360","60.75","0","2.0","2","4009.18648","6657","12",LTE,AWS,Macro,"0158 ELP_ROYAL (STA-0000)","0158",STA,ELP_ROYAL - ELP Royal - Alt 1,"48141","","286629","","","",South Central/South East,South Central,Southwest,El Paso,"4009.18648","4007","85.00000272","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","026","31.949325",-106.368425,"4","4","105017",,,,,,1.5108090078009795E7
albuquerque,"0000",ELP_MADRID,"2369070","101894","31.737975",-106.346622,"587 N. Yarbrough Dr",El Paso,El Paso,TX,"79915","1","100",QS8658-3_2100MHZ_04DT_PORT6 ,QUINTEL USA INC,"15.138","52","026","026140","47.8",WPM_SU_LCR_ELP_TALL_AWS_083016_ALB,Nokia,UHIC B4 RRH 2x60-4R,"29.999801161218485","026140_1_2","2125","324","63.5","3","4.0","4","3701.5913258","6657","12",LTE,AWS,Macro,"0140 ELP_MADRID (STA-0000)","0140",STA,ELP_MADRID - Alt 1,"48141","","280961","","","",South Central/South East,South Central,Southwest,El Paso,"3701.5913258","3712.8","102.02612284115571","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","8","31.737975",-106.346622,"4","4","105018",,,,,,6049539.866466525
albuquerque,"0000",ELP_ROYAL,"2392704","102160","31.94930278",-106.3683861,"11707 Dyer St",El Paso,El Paso,TX,"79934","2","230",QS8658-5_740MHZ_08DT_PORT1 ,QUINTEL USA INC,"12.758","80","026","026158","44.7712125471966",WPM_SU_ELP_LOW_700_112114_PHX,Nokia,UHBA B13 RRH 4x30,"29.999801161218485","026158_2","5230","361","61","5","8.0","8","4009.18648","6657","2",LTE,"700",Macro,"0158 ELP_ROYAL (STA-0000)","0158",STA,ELP_ROYAL - ELP Royal - Alt 1,"48141","","286629","","","",South Central/South East,South Central,Southwest,El Paso,"4009.18648","4007","85.00000272","",No,None (VZW Owned),Yes,"",B13_10MHz_5230,"10","026","31.949325",-106.368425,"4","4","105019",,,,,,6943470.322130138
albuquerque,"0000",ELP_ROYAL,"2392704","102160","31.94930278",-106.3683861,"11707 Dyer St",El Paso,El Paso,TX,"79934","2","230",QS8658-5_2140MHZ_05DT_PORT5 ,QUINTEL USA INC,"15.763","80","026","026158","46.0205999132796",WPM_SU_ELP_LOW_AWS_112114_PHX,Nokia,UHIE B66A RRH 4x45,"29.999801161218485","026158_2_2","2125","361","60.25","5","5.0","5","4009.18648","6657","22",LTE,AWS,Macro,"0158 ELP_ROYAL (STA-0000)","0158",STA,ELP_ROYAL - ELP Royal - Alt 1,"48141","","286629","","","",South Central/South East,South Central,Southwest,El Paso,"4009.18648","4007","85.00000272","",No,None (VZW Owned),Yes,"",B4_15MHz_2125,"15","026","31.949325",-106.368425,"4","4","105020",,,,,,1291999.3875944386
